id,bbox,result
T990,"[110.5059814453125, 25.500305556118672, 110.50872802734375, 25.50278454875534]",1
T991,"[86.73980712890625, 47.80208652719498, 86.7425537109375, 47.803931356039655]",1
T992,"[109.5721435546875, 26.007424156802198, 109.57489013671875, 26.009892586402735]",1
T993,"[119.17144775390625, 32.72953041348471, 119.1741943359375, 32.731840896865684]",1
T994,"[122.1295166015625, 36.998165657002275, 122.13226318359375, 37.00035919622158]",1
T995,"[110.22308349609375, 41.19518982948958, 110.225830078125, 41.19725651800891]",1
T996,"[131.6656494140625, 47.273638648884706, 131.66839599609375, 47.27550216573705]",1
T997,"[116.7572021484375, 48.716337032605665, 116.75994873046875, 48.71814916026478]",0
T998,"[119.4818115234375, 35.873472472521726, 119.48455810546875, 35.87569803249666]",1
T999,"[112.6263427734375, 34.51560953848203, 112.62908935546875, 34.51787261401661]",1
T1000,"[130.1495361328125, 46.297610989881086, 130.15228271484375, 46.29950860500901]",0
